word, today's frequency, log2(freq.today/freq.ystdy)
kraft,0.0002779642368816793,7.066985667124375
22,0.00027082453728393487,1.4971971627996101
robert,0.00021128670335020117,2.448895948039443
jussie,0.00020317890889174557,1.6148370406834813
23,0.0001741360630704121,1.1742091185839267
smollett,0.00015937261644456756,1.4860479258606003
kelly,0.0001415838733790008,2.418178290715155
patriots,0.0001206488220161229,1.557091790620562
charged,0.00011738150186122287,1.712445694132651
bernie,0.00011544531213980064,2.3767639459261947
labour,0.00011387215799114508,1.5485470036351159
owner,0.00010891067183000061,1.5232129446705591
sexual,0.00010697448210857837,1.1484716528808434
steve,0.0001066114465358117,1.2141287998868313
trafficking,9.874567579253389e-05,1.9109108549955176
venezuela,9.330014220103386e-05,1.1150681172161612
2wish,8.724954932158937e-05,3.565230976429586
190222,8.422425288186714e-05,9.514319023037492
england,7.64794939961782e-05,1.2203381663137625
unit,7.236509083815596e-05,1.0617575246271667
logo,6.921878254084483e-05,1.259703310016381
epstein,6.83716995377226e-05,4.213482584491314
prostitution,6.679854538906704e-05,5.0924371427165935
sanders,6.59514623859448e-05,1.1614879468530521
charges,6.147402365515589e-05,1.0432519262743756
chelsea,6.098997622480034e-05,1.1120175116861093
coast,5.808569164266699e-05,1.1202851276697101
feinstein,5.735962049713365e-05,5.259679057945931
guard,5.6391525636422534e-05,1.1476591124516122
tiffany,5.530241891812253e-05,1.6979725166178834
maymay,5.506039520294475e-05,2.2428867795230274
jordyn,5.385027662705586e-05,5.869037053042524
daddysgurltinignimarikit,5.264015805116696e-05,0
polling,5.21561106208114e-05,1.6833682338790679
irwin,5.070396832974473e-05,4.694719119637776
armypedia,4.997789718421139e-05,0
peta,4.961486161144472e-05,4.66339278544387
eiikleaw,4.961486161144472e-05,0
counts,4.9130814181089165e-05,1.3358320080917556
hoax,4.8404743035555826e-05,1.0931798975071119
cricket,4.8162719320378046e-05,1.6527177122312229
margarita,4.731563631725582e-05,4.682400324496116
ballot,4.683158888690026e-05,1.5076939465547847
corbyn,4.658956517172248e-05,1.3472072074866719
oscars,4.658956517172248e-05,1.4506367971420775
offset,4.5984505883778036e-05,2.4317777698907617
woods,4.5137422880655804e-05,1.4049539818150514
destination,4.453236359271136e-05,1.8400499810823079
transfer,4.392730430476691e-05,1.2714205170074113
gunna,4.392730430476691e-05,2.0360424540764828
massage,4.1023019722633564e-05,1.3166456535467181
loneliness,4.017593671951133e-05,2.773989616564193
wynonnaearp,3.9812901146744666e-05,6.433319300924005
msqagrandfinals,3.884480628603355e-05,0
aldubxadnloveremains,3.581950984631131e-05,0
soliciting,3.509343870077797e-05,5.666322116482542
190223,3.473040312801131e-05,0
billionaire,3.376230826730019e-05,1.388141916960347
ian,3.315724897935574e-05,1.3749917437991845
tatakadn,3.303623712176685e-05,0
venezuelan,3.2673201549000183e-05,2.018908107294628
fightforwynonna,3.2673201549000183e-05,0
msqa2019thefinalchukchak,3.2431177833822404e-05,0
prosecutors,3.0737011827577946e-05,1.505471362283292
jeffrey,3.037397625481128e-05,2.3424793629984433
vlive,3.025296439722239e-05,1.5614263808844528
edited,2.988992882445572e-05,1.0310580720012754
parenthood,2.9526893251689055e-05,2.0952222691431315
maduro,2.9284869536511275e-05,1.1700598020481703
ward,2.9042845821333496e-05,1.6032266914503575
anatomy,2.734867981508904e-05,1.0971386232538456
reggie,2.7227667957500152e-05,3.4928392956270407
smollett's,2.6985644242322372e-05,2.624347913665483
taeyong,2.6501596811966813e-05,1.8237947737614824
5g,2.6380584954377923e-05,1.5541576331034415
jupiter,2.6380584954377923e-05,3.315997895908677
zion,2.6259573096789037e-05,2.2479642589120865
pg,2.5775525666433477e-05,1.9987302253569978
kylie,2.5533501951255698e-05,2.1777648717807407
spa,2.5291478236077918e-05,1.4568065643822838
pump,2.5170466378489028e-05,1.0303482589287087
nationalmargaritaday,2.504945452090014e-05,7.764862484688089
seoul,2.4686418948133472e-05,1.0713755271887635
bighit,2.3960347802600133e-05,2.378804052381011
rezimtiputipu,2.3960347802600133e-05,0
jussiesmollett,2.3718324087422354e-05,1.4962608124239545
brody,2.3476300372244574e-05,4.501363367933579
tristan,2.3113264799477908e-05,3.400876841780927
shameonyoujae,2.3113264799477908e-05,0
khloe,2.275022922671124e-05,5.625964378866401
lahore,2.214516993876679e-05,1.0172197571418582
klobuchar,2.214516993876679e-05,2.779720443415202
jaekingoflies,2.20241580811779e-05,0
duchene,2.166112250841123e-05,6.55519130445302
chad,2.1419098793233454e-05,1.2352003290946583
fifa,2.1298086935644564e-05,1.0550737148596634
aggravated,2.1177075078055674e-05,2.8787304492463677
uninstalljaenow,2.1177075078055674e-05,0
jamesreid,2.0693027647700115e-05,5.904265541353505
abortions,2.0572015790111225e-05,1.158838368439103
comb,2.0329992074933446e-05,3.215765436523938
ham,2.0208980217344556e-05,1.0456888835251141
sri,2.0208980217344556e-05,1.0121363238140877
indicted,2.0087968359755666e-05,1.380325768077916
jaerajahoax,2.0087968359755666e-05,0
jaengibuldimanalagi,1.996695650216678e-05,0
nationalist,1.9724932786989e-05,1.1347014625575929
s10,1.960392092940011e-05,3.603870608015784
robertkraft,1.948290907181122e-05,7.40229240530338
dianne,1.936189721422233e-05,2.3489095027176723
prostitute,1.924088535663344e-05,3.214333481030807
spurs,1.924088535663344e-05,1.1174719417782175
plea,1.911987349904455e-05,1.0001168440189416
onitsshowtime,1.911987349904455e-05,0
stevens,1.899886164145566e-05,2.411799965693515
cohen,1.863582606868899e-05,1.5832745657201963
snowing,1.85148142111001e-05,1.3514834463814989
berkeley,1.85148142111001e-05,3.628323651740323
ulanmediaconference,1.85148142111001e-05,0
perthsaintsation,1.85148142111001e-05,3.158838368439103
blackpinkinmy,1.85148142111001e-05,5.328763369881416
txt,1.8272790495922325e-05,1.4517992713862706
dogooddeedssaysstramrahim,1.8272790495922325e-05,0
sting,1.8030766780744546e-05,2.203081206400586
conservation,1.8030766780744546e-05,1.735955195973288
demar,1.8030766780744546e-05,7.290544047650926
190221,1.7909754923155656e-05,7.280828892817714
pedophile,1.7788743065566766e-05,1.4896881585004682
sf9,1.7788743065566766e-05,1.1625234152469588
barkley,1.7788743065566766e-05,2.9491197771377657
underage,1.7304695635211207e-05,1.6766580122895158
harden,1.7183683777622317e-05,1.54869730472195
rockets,1.7062671920033427e-05,1.6259643788664009
sachin,1.6941660062444537e-05,4.20065854413373
thompson,1.669963634726676e-05,1.1355058646084795
nowit,1.645761263208898e-05,2.4039508662756344
reparations,1.645761263208898e-05,2.300857373311531
tequila,1.645761263208898e-05,1.204642058052228
aldubxadnhuwagsusuko,1.645761263208898e-05,0
kissesdelavinforvillagepipol,1.645761263208898e-05,0
milan,1.6336600774500092e-05,1.5632286235184383
parlor,1.6215588916911202e-05,3.967539716204224
kardashian,1.6215588916911202e-05,2.437024999505444
bees,1.6094577059322312e-05,1.1042901496614985
sarri,1.6094577059322312e-05,1.4542326207184575
meditationfordivinebuds,1.6094577059322312e-05,0
cardiff,1.5973565201733422e-05,1.161573336160342
smollet,1.5852553344144532e-05,1.7124811059474536
margaritas,1.5610529628966753e-05,4.0826027826120175
minors,1.5489517771377863e-05,1.2900158136641038
lqvms,1.5489517771377863e-05,0
pats,1.5368505913788973e-05,2.0600602139609294
palestinians,1.5368505913788973e-05,1.1058639035740543
antisemitism,1.5368505913788973e-05,1.3051727117974607
happyastroday,1.5126482198611195e-05,0
meghan,1.5005470341022305e-05,1.0255718375756389
kehlani,1.5005470341022305e-05,3.11868124196712
hasson,1.4884458483433416e-05,0
manny,1.4763446625844527e-05,1.5426812461143526
roseanne,1.4763446625844527e-05,2.8321878633093376
elon,1.4763446625844527e-05,1.5426812461143526
totaldhamaal,1.4763446625844527e-05,3.4171503640304937
uc,1.4642434768255638e-05,1.5308071458260608
okc,1.4400411053077858e-05,2.442631334439694
naira,1.4037375480311189e-05,1.0224659267078169
derozan,1.39163636227223e-05,6.916865578133139
bowser,1.379535176513341e-05,3.734340539911193
karl,1.367433990754452e-05,1.7216294881616392
jude,1.3553328049955631e-05,1.8787304492463677
earpers,1.3432316192366741e-05,4.543863298651507
captainmarvel,1.3432316192366741e-05,1.508239388920786
qr,1.3190292477188961e-05,3.2545973512445334
raptors,1.3069280619600073e-05,2.65633802790992
musk,1.3069280619600073e-05,2.0713755271887635
strongerdonkissfamily,1.3069280619600073e-05,0
endkillingsinthenorth,1.3069280619600073e-05,0
volleyball,1.2948268762011184e-05,1.0054875915323065
williamson,1.2948268762011184e-05,1.4909144187025483
breakthrough,1.2948268762011184e-05,1.4552905089718269
watson,1.2948268762011184e-05,1.3534108949526134
nepalesearmysrise,1.2948268762011184e-05,0
starpass,1.2827256904422294e-05,1.9919410596943588
wonho,1.2706245046833404e-05,1.231032193177249
providers,1.2706245046833404e-05,1.326189426217589
lanka,1.2706245046833404e-05,1.615696043412574
savsl,1.2706245046833404e-05,2.615696043412574
europa,1.2585233189244514e-05,1.2799621490001811
yixing,1.2464221331655624e-05,1.2032872026943446
tucson,1.2464221331655624e-05,2.05743633623089
emote,1.2343209474066736e-05,2.573875867717947
electionnotwar,1.2343209474066736e-05,6.74380086916026
nadine,1.2222197616477846e-05,2.029147291799466
venezuelaaidlive,1.2222197616477846e-05,0
msvlq,1.2222197616477846e-05,0
taeourhappypill,1.2222197616477846e-05,0
kucet,1.2222197616477846e-05,0
epstein's,1.2101185758888956e-05,3.907876794905884
caravan,1.1980173901300067e-05,1.1771701912113604
arnab,1.1980173901300067e-05,2.378804052381011
rezimotoriter,1.1980173901300067e-05,0
kaorhyschambabetime,1.1980173901300067e-05,0
klaus,1.1859162043711177e-05,1.5986225300536323
icc,1.1859162043711177e-05,2.162523415246959
kris,1.1859162043711177e-05,1.3285333666858883
pewdiepie,1.1859162043711177e-05,1.194232274974297
islamsolusinegeri,1.1859162043711177e-05,0
rkelly,1.1738150186122287e-05,2.7643977737673726
caliphate,1.1738150186122287e-05,2.4233608559323057
chanwoo,1.1617138328533397e-05,1.6563380279099198
kraft's,1.1617138328533397e-05,0
punched,1.1617138328533397e-05,1.2640206051311595
lga,1.1617138328533397e-05,2.1969064092726223
sheffield,1.1617138328533397e-05,1.0713755271887635
prostitutes,1.1617138328533397e-05,3.4864130264676074
moonlight,1.1617138328533397e-05,1.2300732732078217
rezimantiislam,1.1617138328533397e-05,0
lbcfanmeetinginwuhan,1.1496126470944509e-05,0
barbieforbww,1.1496126470944509e-05,0
refs,1.137511461335562e-05,1.3780368654228154
sl,1.137511461335562e-05,1.071375527188764
clinics,1.137511461335562e-05,2.456039377424089
showtime,1.125410275576673e-05,1.5661402189383415
westbrook,1.125410275576673e-05,1.5661402189383415
maha,1.125410275576673e-05,4.288606243409433
sophie,1.113309089817784e-05,1.0099749825246203
yoongi's,1.113309089817784e-05,1.237385478627693
qalandars,1.113309089817784e-05,2.1355058646084792
tangerinefairysehun,1.101207904058895e-05,0
fulham,1.089106718300006e-05,4.241300528631076
oakland,1.089106718300006e-05,1.170911200739678
jeongwoo,1.0770055325411172e-05,1.8466692400140694
suho,1.0649043467822282e-05,1.2088790509386986
heinz,1.0649043467822282e-05,3.2088790509386986
raping,1.0649043467822282e-05,1.530807145826061
vermont,1.0649043467822282e-05,2.0713755271887635
jenner,1.0649043467822282e-05,1.7234522237684569
emotes,1.0528031610233392e-05,3.0548874044001946
diane,1.0528031610233392e-05,1.8138793048964
tug,1.0528031610233392e-05,2.0548874044001946
aldenatriverbanksmarikina,1.0528031610233392e-05,0
prosecutor,1.0407019752644502e-05,1.140088277272778
pedophiles,1.0407019752644502e-05,1.6396592867632895
