word, today's frequency, log2(freq.today/freq.ystdy)
flynn,0.0005772707723528011,2.477780737280132
judge,0.00039980959459515886,2.055674529320782
penny,0.00030168400218799196,5.0069516345145875
foundation,0.00023696286677049887,2.163809747555246
marshall,0.00022234841683751655,4.896884173932078
fbi,0.00019207562769062462,1.020603660358113
mourinho,0.00018268062416227886,2.0491817249842095
tuesday,0.00015971505998187808,1.0135700367230547
sullivan,0.00014510061004889576,4.088470548487351
jose,0.00013570560652055,2.094656863217499
director,0.0001210911565875677,1.1105195764864761
sarah,0.00011900337802571308,2.0909245832784973
sentencing,0.00011482782090200385,3.7874150653136174
rip,0.00011378393162107654,1.2141518444837571
guilty,0.00011169615305922192,1.1140613197777585
treason,0.00010230114953087616,2.5663174118817893
sanders,0.00010125726024994885,1.7933383298778072
tory,9.708170312623962e-05,1.0891493953580904
unfollowed,8.246725319325732e-05,1.1276327687453118
75,8.246725319325732e-05,1.712595269466468
pogba,7.933558535047539e-05,2.784497581931323
penalties,7.411613894583885e-05,2.9493515938262136
flynn's,7.307224966491154e-05,2.5878505734314308
hoseok,7.307224966491154e-05,1.3546513971384
tucker,6.7852803260275e-05,2.0284231648174122
sacked,6.7852803260275e-05,2.2053009269014914
alex,6.7852803260275e-05,1.1240008247996436
bump,5.950168901285654e-05,2.7320301620371876
sterling,5.6370021170074615e-05,2.139454477206156
laverne,5.6370021170074615e-05,0
aldubnationlimitless,5.6370021170074615e-05,0
penalty,5.532613188914731e-05,1.7905593347185242
shirley,5.428224260822e-05,3.7439697753487127
ole,5.32383533272927e-05,2.537618157920604
plea,5.010668548451077e-05,1.8320259520139086
leicester,4.9062796203583464e-05,2.676121420886531
embarrassed,4.8018906922656156e-05,1.2300570259870627
askhailee,4.697501764172885e-05,3.6958478257305414
carlson,4.593112836080154e-05,2.7508891892885035
preparing,4.488723907987423e-05,1.0452969833818082
lawyers,4.384334979894692e-05,1.224343374792669
troops,4.384334979894692e-05,1.3087355620830414
slave,4.2799460518019614e-05,1.0640470745481332
lawsuit,4.175557123709231e-05,1.4235611066585514
charles,4.0711681956165004e-05,1.0070041811825068
smells,3.9667792675237696e-05,1.2539828652325433
sue,3.9667792675237696e-05,1.1995350812101668
suing,3.862390339431039e-05,2.500910936280156
gary,3.862390339431039e-05,1.4348217458223833
seokjin,3.862390339431039e-05,1.2914575706512061
alan,3.758001411338308e-05,1.0351178173914206
semi,3.758001411338308e-05,1.1394544772061561
martha,3.758001411338308e-05,2.760942853952426
mcsally,3.758001411338308e-05,5.876420071372362
appointed,3.758001411338308e-05,1.4390147590650642
solskjaer,3.653612483245577e-05,0
beyonc,3.653612483245577e-05,1.2709934680914905
royce,3.653612483245577e-05,3.7203008694550803
pal,3.549223555152846e-05,1.0390704090169205
trophies,3.4448346270601154e-05,1.9435342672308993
klopp,3.4448346270601154e-05,1.4532086406478182
dossier,3.3404456989673846e-05,1.591017852510114
nodealbrexit,3.3404456989673846e-05,0
advertisers,3.236056770874654e-05,2.7862222624007837
181218,3.236056770874654e-05,2.923725786150719
ag,3.236056770874654e-05,1.1795646905803088
pennymarshall,3.236056770874654e-05,0
ethics,3.131667842781923e-05,1.0898237094815555
glitter,3.131667842781923e-05,1.6747862102027116
steele,3.131667842781923e-05,1.8764200713723624
fields,3.131667842781923e-05,1.643759314582087
cole,3.0272789146891924e-05,1.195242255391903
indie,2.9228899865964616e-05,1.2161694433469687
kavanaugh,2.9228899865964616e-05,2.2914575706512057
barnes,2.9228899865964616e-05,2.3439249905453416
badeh,2.9228899865964616e-05,0
playstation,2.9228899865964616e-05,1.1919218971002918
leimci,2.9228899865964616e-05,7.09881249270881
managers,2.8185010585037308e-05,1.069065149314758
automatic,2.8185010585037308e-05,1.40248888303995
jon,2.8185010585037308e-05,1.0239772597862202
memphis,2.714112130411e-05,1.468335332735285
parker,2.714112130411e-05,1.0377009784054232
complaints,2.6097232023182694e-05,1.1539540469012712
flynns,2.6097232023182694e-05,1.8909196410674773
briefing,2.6097232023182694e-05,2.2348740422848388
capricorn,2.6097232023182694e-05,1.5429963376471705
snp,2.5053342742255386e-05,1.3528581153153494
retired,2.5053342742255386e-05,1.0184390762447904
christopher,2.5053342742255386e-05,1.6284925579287768
knuckles,2.5053342742255386e-05,2.17598035323127
burton,2.5053342742255386e-05,3.2914575706512057
lanez,2.5053342742255386e-05,4.876420071372363
transcript,2.5053342742255386e-05,3.7064950699300496
sacking,2.5053342742255386e-05,2.352858115315349
robin,2.5053342742255386e-05,1.095060357847703
betting,2.4009453461328078e-05,1.5670920132646333
ayatollahbbc,2.4009453461328078e-05,0
