word, today's frequency, log2(freq.today/freq.ystdy)
july,0.0003346279555468585,1.21171275198247
mark,0.0003120769411513093,1.4256612926191436
mueller,0.00024842488438967864,2.7421384888349967
etika,0.00023242093868961147,8.304280324243695
lee,0.00021205228052588966,1.7043547264142
teenchoice,0.00020550521183040763,8.126715260599251
google,0.00019131989632352995,1.2356246331975718
26,0.00018295419743485848,2.113532742157853
netflix,0.0001505825799960863,1.0342389710213011
rape,0.00013530608637329493,1.9238541722176046
jackson,0.0001236668531368825,1.0452709852033255
choiceinternationalartist,0.0001193021406732278,0
debt,0.00011784723651867624,1.8166635659826296
bb21,0.00011530115424821102,3.1636642164911417
testify,0.00011093644178455634,3.6523111350257933
bitcoin,9.893348250950598e-05,1.2391810303822988
toy,9.675112627767864e-05,1.3816791560460957
robert,9.602367420040286e-05,1.5532688916887565
beds,8.620307115717984e-05,3.349789496137947
wayfair,7.674619415259472e-05,7.7057073920038865
conditions,7.601874207531893e-05,1.5626843184326173
themovie,7.601874207531893e-05,0
saint,7.492756395940527e-05,1.2448439757778216
bringthesoul,7.492756395940527e-05,0
suicide,7.420011188212948e-05,1.6126394259097432
migrant,7.165402961166425e-05,2.5622659033946236
employees,7.129030357302637e-05,1.4907935906337402
burn,6.838049526392325e-05,1.000038243866307
kyungsoo,6.074224845252757e-05,2.7244563059960285
ram,6.074224845252757e-05,1.218565376266071
mccain,5.855989222070023e-05,3.2280622401609786
queens,5.637753598887289e-05,1.4793728950462788
publicly,5.3467727679769775e-05,1.6607185920760523
meghan,5.3104001641131883e-05,3.004507760734406
loans,5.3104001641131883e-05,2.41954526001325
190625,4.983046729339088e-05,0
loan,4.946674125475299e-05,1.5485090884900272
cancel,4.946674125475299e-05,1.317183542383572
hunter,4.837556313883932e-05,1.258530925273231
assault,4.801183710020143e-05,1.0290023226551543
jean,4.5829480868374096e-05,2.261448408655525
190626,4.5829480868374096e-05,0
protest,4.4010850675184645e-05,1.0705814264065538
torture,4.4010850675184645e-05,1.2596152507965706
soap,4.328339859790887e-05,1.5574978717172823
worlddrugday,4.2555946520633086e-05,0
android,4.146476840471942e-05,1.0101432954038387
falsenewsagainstsantrampalji,4.110104236608153e-05,0
bighit,4.037359028880575e-05,3.1940615689256506
rapist,4.000986425016786e-05,1.4084159122032769
mvp,3.964613821152997e-05,1.5828675266313148
btc,3.964613821152997e-05,1.0248720735104282
megan,3.85549600956163e-05,1.854547662732328
etika's,3.673632990242685e-05,0
testimony,3.6372603863788966e-05,1.3430621742091775
btsworld,3.6008877825151075e-05,2.2920367284889482
17th,3.528142574787529e-05,1.2625929505964661
harassment,3.491769970923741e-05,1.8691309858767648
jerry,3.4553973670599516e-05,1.3065362981840636
rampal,3.4553973670599516e-05,4.232535716740286
mainesipbeepcard,3.4553973670599516e-05,0
highlights,3.346279555468585e-05,1.1506181547356302
26th,3.16441653614964e-05,1.968120080508132
facility,3.1280439322858507e-05,1.1629454445552134
justiceforhealth,3.1280439322858507e-05,0
25th,3.091671328422062e-05,1.0016817166556424
amber,3.055298724558273e-05,1.054997531188099
rahim,3.055298724558273e-05,3.569570704017857
dana,3.018926120694484e-05,1.8360856785866126
