word, today's frequency, log2(freq.today/freq.ystdy)
speaker,0.00010091363401696226,1.8210716327067313
aldubxebpamanabukasna,8.575664550848572e-05,0
tower,6.83394043276925e-05,1.8968955463718928
tyler,6.621210769492386e-05,1.100153240770029
tbt,6.089386611300226e-05,2.4207902861423434
www,5.889952551978166e-05,1.0056325179467998
abs,5.2517635621475753e-05,1.044675140290786
banning,5.185285542373555e-05,1.026296610975931
russians,5.0922163146899275e-05,1.0001668791512774
separated,4.972555879096691e-05,1.1040967993060766
alexandra,4.613574572316984e-05,2.7793702511198655
guru,4.547096552542964e-05,2.1369425366812322
kaitlyn,3.6562910875710965e-05,1.0890234895935291
thursdaythoughts,3.4302658203394286e-05,1.219355357941209
yacht,3.270718572881781e-05,2.85424960507697
ver,3.244127364972173e-05,1.2302884678444361
gurupurnima,3.230831761017369e-05,4.795905618846165
rudy,3.164353741243349e-05,1.7659108785483277
nationalinternday,2.978215285876093e-05,6.263410538019144
zuckerberg,2.9250328700568774e-05,1.4648258255892725
devos,2.8585548502828574e-05,2.3297793476348594
obstruction,2.7388944146896213e-05,1.3876686409812904
180727,2.6591207909607977e-05,0
redding,2.5394603553675616e-05,5.618446944718445
bapu,2.5261647514127577e-05,1.855986222850176
giuliani,2.4729823355935416e-05,1.2947747089284793
betsy,2.4596867316387376e-05,2.8175120750355402
interns,2.406504315819522e-05,1.8684386617944067
throwbackthursday,2.406504315819522e-05,2.049010907436227
carrfire,2.353321900000306e-05,5.186695571878332
reunite,2.326730692090698e-05,1.0659644738129275
thefour,2.2868438802262858e-05,4.659927949327191
happ,2.246957068361874e-05,1.2520729940848638
intern,2.140592236723442e-05,1.2426519778523473
claire,2.047523009039814e-05,1.3078046573775979
