word, today's frequency, log2(freq.today/freq.ystdy)
hair,0.0005497340738053757,1.1636866174795433
nigeria,0.0002516573402125512,1.1906186857368355
teenchoice,0.00020888727021123015,5.445444539431418
jungkook,0.0001672849836911738,1.8668757270076075
iceland,0.00014962225853704464,1.3374477876684385
musa,0.0001449511246119857,5.8798123424184885
blonde,0.0001334192627344964,1.7649663199188188
btsxlottefamilyconcert,0.0001275803453281727,3.7341260522053483
brazil,0.00012612061597659177,1.492349222860444
tom,0.00012436894075469468,1.3483788552908742
neymar,0.0001065602426654074,3.494018043221063
ngaisl,9.663408307465712e-05,5.08334573650362
jin,7.940927672600223e-05,1.2651993527251815
ahmed,7.371633225483664e-05,3.370869812448198
choiceinternationalartist,7.152673822746525e-05,0
eagles,7.035895474620051e-05,1.2084623379986619
arnold,6.933714420009386e-05,3.4200174617772854
aldubblessedduo,6.773144191335485e-05,0
costa,6.554184788598346e-05,1.4204191588537745
nominated,6.349822679377017e-05,1.597111536185166
airbus,5.488582361944272e-05,1.1417162992901813
serbia,5.32801213327037e-05,2.850952587936338
jk,5.065260849985804e-05,1.5128497179514344
namjoon,4.817106860217047e-05,1.1037839349427911
timeless,4.714925805606383e-05,2.6005897074191067
rica,4.656536631543146e-05,1.2041003432363213
hoseok,4.641939338027336e-05,1.101268611144003
cohen,4.539758283416672e-05,1.794649235712508
switzerland,4.466771815837626e-05,2.162691250331451
seokjin,4.233215119584678e-05,1.3407717829253805
var,4.18942323903725e-05,1.0515946561471394
nigerians,4.058047597394967e-05,1.372167783782613
nga,4.0288530103633486e-05,2.49925469158721
mullet,3.7515044335629734e-05,2.155346684499124
fridayfeeling,3.7515044335629734e-05,1.3575355351123908
singlestagingareanow,3.6347260854364994e-05,0
haired,3.5179477373100254e-05,1.4267678018118668
takeyourdogtoworkday,3.43036397621517e-05,2.1417162992901813
blinks,3.4011693891835514e-05,2.0589961694880636
choicefandom,3.4011693891835514e-05,0
bracrc,3.371974802151933e-05,3.379982799975033
shaqiri,3.2843910410570774e-05,6.400908638829581
coutinho,3.2260018669938404e-05,4.152637585667527
nhldraft,3.182209986446413e-05,2.81099125616566
jennie,3.1530153994147943e-05,1.1067984880819808
savetimeless,3.065431638319939e-05,7.886335465999823
xhaka,3.0216397577725113e-05,5.280614405111869
niall,2.934055996677656e-05,1.6938586225676624
shadowhuntersplane,2.6421101263614715e-05,5.671935835416906
stabbed,2.5837209522982345e-05,2.1161335423596848
tanacon,2.569123658782425e-05,2.931081848829905
moses,2.5253317782349975e-05,2.249166171352341
undercut,2.3939561365927144e-05,3.72228703089418
choicenextbigthing,2.3939561365927144e-05,0
justiceforjunior,2.3939561365927144e-05,0
swiss,2.364761549561096e-05,1.9573510995406878
warrant,2.306372375497859e-05,2.521674386123928
naija,2.233385907918813e-05,1.4521978675264353
phony,2.2187886144030034e-05,1.9281643654476108
grief,2.189594027371385e-05,1.3565145194711274
opec,2.189594027371385e-05,1.2309836373872685
eagle,2.189594027371385e-05,1.1720899483337
isl,2.189594027371385e-05,2.3565145194711277
issa,2.174996733855576e-05,1.2619754518508952
directioners,2.0728156792449113e-05,3.514482145780778
bangtan,2.0436210922132928e-05,1.053445451835081
