word, today's frequency, log2(freq.today/freq.ystdy)
manager,0.0003492606509986339,2.6589240764264446
abortion,0.00020607345889947097,1.9471063821286803
premiosmtvmiaw,0.00020317101581637985,0
btsworld,0.00019833361067789462,0
idc,0.0001489920782653452,1.1749262340374362
justin,0.0001460896351822541,1.5548245657711492
comey,0.00014221971107146588,2.557119439542489
yoongi,0.0001257725336006161,1.2988949123510123
ed,0.000123837571545222,1.1875220932638126
modi,0.000123837571545222,1.2634709464971112
shower,0.00011900016640673676,1.0231213946865405
maharshi,0.00011900016640673676,3.000401318186457
allah,0.00011319528024055448,1.404689576373609
chelsea,0.00010932535612976629,2.0967060617377453
georgia,0.00010835787510206925,2.507689730286738
wayv,0.00010835787510206925,2.4058101162675243
jin,0.00010545543201897811,1.3666395189868463
pregnant,0.00010545543201897811,1.111825619958021
milk,0.00010255298893588697,1.5004050485481681
houston,0.00010255298893588697,1.741413148051963
bieber,0.00010255298893588697,2.6983444261600775
190510,9.965054585279582e-05,0
birth,9.868306482509878e-05,1.1303993126315852
projared,9.674810276970468e-05,0
mother's,9.578062174200764e-05,1.4393159194832414
armys,9.48131407143106e-05,1.0726838147752977
ramadan,9.191069763121945e-05,1.769761426050593
bjp,9.09432166035224e-05,1.2201582417460943
namjoon,8.997573557582535e-05,1.1541021281065205
arsenal,8.707329249273421e-05,1.9350300650616836
pikachu,8.707329249273421e-05,1.340286543547942
gandhi,8.610581146503718e-05,2.141302821034855
don,8.513833043734013e-05,1.159766426866431
sehun,8.513833043734013e-05,1.3675713119798325
curry,8.513833043734013e-05,2.159766426866431
japanese,8.417084940964307e-05,1.1432783040778618
teaser,8.417084940964307e-05,1.5700929711330593
iran,8.320336838194602e-05,1.869441723434107
xxx,8.320336838194602e-05,1.3344044480446329
remake,8.030092529885488e-05,3.0406088214153817
korea,7.643100118806671e-05,1.0218175581396953
hood,7.546352016036966e-05,1.2771998412516934
ph,7.44960391326726e-05,1.6808171637673939
champions,7.44960391326726e-05,1.4177827579336002
detective,7.256107707727852e-05,1.5053457898184386
collab,7.159359604958147e-05,1.1175930589714849
wash,7.159359604958147e-05,1.6526303343609587
txt,7.062611502188442e-05,1.788279753089937
rajiv,7.062611502188442e-05,4.6627488710060785
european,6.965863399418738e-05,1.3451687649276887
filter,6.965863399418738e-05,1.7683801956522325
chocolate,6.869115296649033e-05,1.017809373471882
subpoena,6.578870988339919e-05,2.1911533437106816
kerry,6.482122885570214e-05,3.4235362851638973
cloud,6.482122885570214e-05,1.369088501141521
rally,6.482122885570214e-05,1.0578868128472172
sheeran,6.288626680030805e-05,3.9103296244333596
zayn,6.1918785772611e-05,3.472924312126061
delhi,6.0951304744913955e-05,1.2538070228224742
aap,6.0951304744913955e-05,3.4502042356259777
idontcaretonight,6.0951304744913955e-05,0
europa,5.901634268951986e-05,2.9886241504101037
10th,5.901634268951986e-05,1.4967710540804289
dame,5.901634268951986e-05,1.8186991489677913
190509,5.804886166182281e-05,0
seokjin,5.804886166182281e-05,1.2098899062922672
showcase,5.7081380634125765e-05,1.9863335518221834
nuggets,5.7081380634125765e-05,2.1331749401514544
portland,5.611389960642872e-05,1.3011579638595814
gambhir,5.514641857873167e-05,0
ayesha,5.514641857873167e-05,5.305814326290803
ap,5.4178937551034626e-05,1.8652417349048211
pregnancy,5.4178937551034626e-05,1.8652417349048211
