word, today's frequency, log2(freq.today/freq.ystdy)
aldubhypesatibay,0.00011748727540719848,0
jungkook,0.00011580012132171652,1.17082665238378
jr,9.44806287869899e-05,1.0075029362748211
saudi,7.346789154053273e-05,1.4472614680489821
earthquake,6.457198818071875e-05,3.398559569129133
06,6.380509996004513e-05,1.3994702109140882
tower,6.257807880696734e-05,1.8808207165714887
russians,5.8897015347733964e-05,1.302371522809007
straykidscomeback,5.230177664994084e-05,0
lombok,5.046124492032415e-05,0
demi,4.892746847897691e-05,1.180672502316175
ego,4.678018146109078e-05,1.1159253210015543
collusion,4.478627208733937e-05,1.2384394894432411
dirt,4.4326139154935197e-05,1.4912363962675594
indonesia,4.3866006222531025e-05,1.623523766620457
tekken,4.248560742531851e-05,2.759001402381204
arabia,3.895792161021986e-05,1.9691281146938104
180806,3.880454396608514e-05,6.985804815644409
admitted,3.527685815098649e-05,1.1618007647112558
ambassador,3.5123480506851765e-05,1.4669755977001184
resignwatson,3.40498369979087e-05,6.212264606579049
mondaymotivation,3.3896459353773974e-05,4.090274082200438
jintro,3.251606055656146e-05,1.9493719819886388
opponent,2.9141752385597534e-05,1.3058803085861457
kuwtk,2.9141752385597534e-05,2.987704348559891
mufc,2.8374864164923915e-05,1.364267700024099
sarri,2.8068108876654467e-05,1.9639222275565043
ethan,2.6841087723576676e-05,1.8393125086672197
mon,2.6687710079441952e-05,1.2169360463029466
mourinho,2.6687710079441952e-05,2.316471719853861
adoption,2.6687710079441952e-05,1.0028112409500989
rae,2.5153933638094714e-05,1.7754007448470266
bali,2.4540423061555818e-05,2.4178487402289432
bayern,2.4540423061555818e-05,1.6808831460627367
admits,2.3620157196747475e-05,1.3154014712581252
candace,2.2546513687804408e-05,2.1580894664280104
magnitude,2.2086380755400236e-05,3.0852734011420724
letspoweruprv,2.1933003111265512e-05,7.162682577728488
sundays,2.1319492534726617e-05,1.0342894724232672
tameuregosaysdrmsg,2.101273724645717e-05,0
truefriendstmsg,2.070598195818772e-05,0
vmangmjolnir,1.9172205516840483e-05,0
sundaymorning,1.9172205516840483e-05,1.414006673934549
pips,1.901882787270576e-05,3.2565678331958825
hiroshima,1.871207258443631e-05,4.611620483625623
aberdeen,1.8405317296166864e-05,1.6617743231150321
unrivalledsarkarvijay,1.825193965203214e-05,0
melee,1.8098562007897416e-05,1.5279022856938567
corey,1.7945184363762692e-05,1.1452555059703042
negan,1.7638429075493244e-05,4.263338791173318
indonesian,1.7638429075493244e-05,1.803907172536021
sakura,1.748505143135852e-05,1.1918450653401158
tsunami,1.748505143135852e-05,2.5877737416712554
sekulow,1.7178296143089073e-05,6.810166163007703
nationalsistersday,1.7178296143089073e-05,5.810166163007703
tourist,1.702491849895435e-05,1.096787389159113
browns,1.702491849895435e-05,1.3053740109705303
35a,1.702491849895435e-05,1.5118248884379568
sweep,1.6871540854819625e-05,1.3918535316959986
berkeley,1.67181632106849e-05,2.1860330650058697
maywardbettertwogether,1.67181632106849e-05,0
traitors,1.6564785566550177e-05,1.0572590249724756
dossier,1.5951274990011282e-05,1.088541114975983
quake,1.5797897345876558e-05,2.988872049992225
lufc,1.5644519701741834e-05,1.8172555877940226
soribada,1.5337764413472386e-05,1.0319575866096158
adoptions,1.5337764413472386e-05,4.646667430724824
morata,1.5337764413472386e-05,1.7886864355972518
pence,1.5337764413472386e-05,1.1872358120875266
sundayfunday,1.518438676933766e-05,2.462242859587396
jikook,1.4877631481068215e-05,1.6027240831372267
thalapathy,1.4877631481068215e-05,1.6485277727503518
rashford,1.4570876192798767e-05,2.987704348559891
lemonade,1.426412090452932e-05,1.0501169557284558
coleman,1.426412090452932e-05,2.635079456449612
stoke,1.4110743260394595e-05,1.719018274949508
munich,1.3957365616259872e-05,1.2252036622865472
communityshield,1.3957365616259872e-05,2.5106058811487952
elliott,1.3343855039720976e-05,1.401360617440374
wembley,1.3343855039720976e-05,1.197827223355242
90dayfiance,1.3343855039720976e-05,6.445754736798827
trumpissooutoftouchthat,1.3190477395586252e-05,0
tick,1.3037099751451528e-05,1.2027488114588512
dbfz,1.2883722107316805e-05,1.9356970450915623
powertv,1.2883722107316805e-05,1.4882380681203409
aguero,1.273034446318208e-05,3.57049575023942
jeon,1.273034446318208e-05,1.0202986676789403
crashes,1.273034446318208e-05,1.2903878310466843
shootings,1.273034446318208e-05,1.0559225774096617
loveislandreunion,1.2423589174912633e-05,6.342661243834724
loveforethan,1.2423589174912633e-05,0
dstv,1.2270211530777909e-05,1.417848740228943
traded,1.1810078598373737e-05,1.182134940394661
bielsa,1.1656700954239014e-05,1.495851252230216
curiosity,1.1656700954239014e-05,1.4433838323360806
garrett,1.1349945665969566e-05,2.2122646065790486
infowars,1.1349945665969566e-05,1.8199471838002887
conway,1.1349945665969566e-05,2.2122646065790486
suho,1.1196568021834842e-05,1.285745204221598
mocha,1.1196568021834842e-05,2.3852808777725123
chambers,1.073643508943067e-05,1.087700138536612
alam,1.0583057445295947e-05,2.2044451021197498
suga,1.0429679801161223e-05,1.0028112409500989
eunkwang,1.0276302157026499e-05,2.2615455093502677
grayson,1.0276302157026499e-05,1.4250442416331468
wallace,1.0122924512891775e-05,1.4622428595873964
kardashians,1.0122924512891775e-05,1.403349170533828
