happy,0.0019491419955385985,0.019851785620389823
fathers,0.001592418821347202,2.027957002836674
dad,0.0010075324655054647,0.8595230874296383
mexico,0.0006828466057492193,2.482696929091993
father,0.0005877614994448919,0.6359781411404581
father's,0.0005518222044054593,0.91649276070606
germany,0.00048507779933222735,2.1176161792645445
dads,0.0004713181835171303,2.133512898746756
fathersday,0.0003402937821733703,1.6427503328408024
brazil,0.00026287027228842126,2.5394395243478036
mitb,0.00023247589705507256,4.972173457086323
daddy,0.00021707334203817288,0.19639441738916064
neymar,0.00012712242073947873,3.9253078920446525
mexican,0.00011870235733024023,1.4611280301721232
germex,0.00011192523312280437,6.135136164727701
happyfathersday,0.00010617494591649515,1.5260512653883613
switzerland,9.754951510703133e-05,3.1880817801267884
stone,9.015628869891948e-05,0.1864759845202117
german,8.54328384937369e-05,0.12797409532502232
wwe,8.502210369328626e-05,0.6907688826788211
bush,8.358453189170895e-05,1.1637324922215708
moms,8.050402088832902e-05,0.3956502842751742
mex,7.803961208562507e-05,4.1960519610483695
nhs,7.372689668089316e-05,0.9914089407524065
champions,7.023565087706255e-05,1.2874588725941094
loveisland,6.63336702727813e-05,2.5552048116131822
laura,6.407462887030269e-05,2.0041795466804726
cages,6.181558746782407e-05,0.37471571791011155
ger,5.976191346557077e-05,3.8750530280558815
aldubsabuhayko,5.791360686354281e-05,0
brasui,5.791360686354281e-05,7.001093062784656
bra,5.770823946331748e-05,1.1218623120804028
melania,5.7297504662866825e-05,2.4292630313566663
earthquake,5.6886769862416164e-05,3.32578762160034
pops,5.6476035061965503e-05,0.8710901804435294
roger,5.401162625926155e-05,1.229228835572166
mexicans,5.2779421857909584e-05,0.9570276428026537
patrol,5.175258485678293e-05,0.2599003842485462
