report,0.0005614256063070138,0.7608425162735816
fbi,0.0004418058550316138,2.951583247839257
russia,0.0004145410000057602,0.10031391366109615
ig,0.0003481069166329056,1.4718135315242062
https,0.00031104975452030174,0.8404463481471314
worldcup,0.00030970571237113996,0.20952590465765017
saudi,0.000301833465497478,1.8387026492817995
eid,0.0002488398036162414,1.0962657464539367
clinton,0.0002453836952326825,1.7499024105278969
comey,0.00023866348448687351,4.559432308228997
arabia,0.00021965488837729952,2.1647789300076825
general,0.00021773482816421123,0.14041052082053218
flag,0.00020640647290699036,0.9438082625771042
foundation,0.00019143000324490177,1.9089238091160388
hillary,0.00019123799722359293,1.5795820300530423
bible,0.00016339712413381284,1.9838154514554365
investigation,0.00015552487726015087,0.8937776741502442
sarah,0.00013613226910795921,1.5422502001785685
sessions,0.00013440421491617977,0.010444200155911465
degrassi,0.00012691598008513546,2.186534437194644
doj,0.00012633996202120898,0.7291130551427552
bias,0.0001249959198720472,1.6285544731263024
sanders,0.0001230758596589589,1.9658738790317933
drake,0.00010733136591163498,0.655906613155614
ny,0.00010521929967723788,0.6087364128691247
strzok,0.0001013791792510613,5.773032635516067
youngblood,9.926711301666421e-05,1.087832499414822
laws,9.677103473964943e-05,0.002241053153046274
peter,9.542699259048763e-05,0.2559011653040772
igreport,8.947480592991397e-05,4.735738275287542
emails,8.448264937588443e-05,0.9877156132786152
attorney,8.198657109886966e-05,0.5718450606010889
worldcuprussia2018,8.121854701363435e-05,2.218717456894024
mubarak,7.987450486447255e-05,2.8531904150870293
ag,7.737842658745779e-05,1.094443245497736
charity,7.584237841698715e-05,0.09942881460459564
kashmir,7.123423390557528e-05,1.6971446904097571
ceremony,7.027420379903114e-05,0.6537486966469965
wray,6.873815562856051e-05,5.797858893852106
agents,6.816213756463403e-05,0.8356783248297321
flagday,6.758611950070755e-05,3.5668187242478333
salute,6.720210745808988e-05,2.1237007030688178
incredibles,6.547405326631043e-05,0.4462377857597632
immigrant,6.509004122369277e-05,0.48667068327892476
williams,6.413001111714864e-05,0.6959648468689708
asylum,5.875384252050144e-05,0.22337521730996612
separation,5.798581843526613e-05,1.2222241850577604
lawsuit,5.77938124139573e-05,1.3374758324616554
tbt,5.7409800371339644e-05,2.260553058846227
separating,5.702578832872199e-05,0.9306692087368503
inspector,5.356967994516308e-05,2.2499915018197356
bo,5.145761371076597e-05,1.5427127164705925
separated,5.049758360422183e-05,0.6783200531336117
