word, today's frequency, log2(freq.today/freq.ystdy)
barr,0.00038505490496157965,1.8394912277949458
hole,0.00035994262855104187,2.9440419531996413
obama,0.00018964098392785446,1.0875981452713586
image,0.00017116758518906803,1.437084732258613
jimin,0.0001359526688432564,1.0164598843386063
teaser,0.0001322002597244404,1.1239012375582154
siblings,0.00012989108488209208,3.2253907531605277
ag,0.00012815920375033087,1.615545922604875
nba,0.0001275819100397438,1.3432475987963721
playoffs,0.0001261386757632761,2.0561869189618696
wade,0.00012585002890798256,3.179793886720417
spying,0.00012065438551269887,4.276509971010854
dirk,0.0001102630987221315,4.184054372384383
fbi,0.00010131504620803183,1.1151234236745318
playoff,0.00010016045878685768,2.3864543147619615
messi,9.640804966804168e-05,1.8373779139840871
attorney,9.294428740451923e-05,1.5488453153631871
luv,9.178969998334508e-05,1.7162249012442456
nationalsiblingsday,8.197570690336478e-05,9.004300177296901
boywithluvteaser2,7.793465092925526e-05,0
candace,7.44708886657328e-05,5.406348694578176
lion,7.273900753397157e-05,1.8545530577922194
welcomebackbts,7.273900753397157e-05,0
hockey,6.956389212574265e-05,1.4636616458450777
scientists,6.436824873045896e-05,1.6781730342126076
stanleycup,6.436824873045896e-05,5.196021339075227
william,6.350230816457836e-05,1.1929692754681507
omar,6.292501445399128e-05,1.423065037732781
katie,6.23477207434042e-05,3.0244780592345317
owens,6.0615839611642976e-05,4.761443653400738
extension,6.0615839611642976e-05,1.0219041155707052
barcelona,5.9749899045762364e-05,2.570760091791628
triple,5.8883958479881745e-05,1.03512530343404
sibling,5.801801791400113e-05,2.982042792914135
blackhole,5.715207734812052e-05,7.483909677871829
boywithluv,5.62861367822399e-05,0
lebron,5.570884307165283e-05,1.9875784764230022
190410,5.426560879518514e-05,8.409141909469856
maineforpuregold,5.3399668229304526e-05,0
miller,5.311102137401099e-05,1.7342588240745072
champions,5.282237451871745e-05,1.0039306818304456
waters,5.109049338695622e-05,1.8792151120264884
snl,4.935861225519499e-05,3.0629522070491673
doj,4.906996539990145e-05,1.522477007528774
