word, today's frequency, log2(freq.today/freq.ystdy)
jungkook,0.0002296968424434671,1.6842828267515295
funeral,0.0001930580822991104,1.9574877304658562
arsenal,0.00016487442064960523,2.415711776660671
cardi,0.00015994227986094182,1.6475299869816087
xxx,0.00014197519555938227,1.6704337052026843
hillary,0.00013211091398205547,1.4417380063216794
paul,0.00013105402667019903,1.072014924002101
aldub177thweeksary,0.00012259892817534747,0
taylor,0.0001137915339098771,1.171638611037929
offset,0.00010568873118564438,2.334253579655274
yoongi,9.758592846141163e-05,1.275760583574949
06,9.547215383769875e-05,2.1875839305132647
fancafe,9.406297075522349e-05,4.544642444100677
jk,8.70170553428472e-05,1.800045528498288
chelsea,8.243721032480262e-05,2.0132743141614604
swift,8.032343570108972e-05,1.7001651661293702
michelle,7.609588645366394e-05,1.7706851788381854
liverpool,6.341323871138662e-05,1.95195286678843
yeontan,6.165175985829255e-05,4.520120124966608
munars,6.059487254643611e-05,5.81710186272374
empire,5.883339369334203e-05,1.867650804887175
marshmello,5.883339369334203e-05,1.282688304166019
porno,5.742421061086678e-05,1.3997152593680946
goldschmidt,5.425354867529744e-05,5.335695553829181
huawei,5.354895713405982e-05,3.3168365265778648
wolves,5.213977405158456e-05,1.8998507555094992
presidents,5.178747828096574e-05,1.1147760218916078
181206,5.108288673972811e-05,7.570746198036575
tannie,5.108288673972811e-05,5.570746198036575
riverdale,5.002599942787167e-05,2.4531213862759844
ausvind,5.002599942787167e-05,3.2186561326389613
loveshot,4.861681634539641e-05,3.1774334699124482
kulture,4.791222480415878e-05,6.478299949271981
trueinspiration,4.438926709797064e-05,0
jake,4.403697132735182e-05,1.0898348519888272
carter,4.298008401549538e-05,1.4146838499760093
spurs,4.262778824487656e-05,1.581779890733037
fc,4.192319670363893e-05,1.5577344167663856
sheeran,4.157090093302012e-05,1.2290860380250292
chanyeol,3.910483053868842e-05,1.119163783913975
willian,3.910483053868842e-05,5.600290473650592
utd,3.87525347680696e-05,2.218000511159426
melania,3.87525347680696e-05,1.444276366983102
mourinho,3.840023899745079e-05,1.73275667809647
fellaini,3.840023899745079e-05,7.159021432798568
mufc,3.840023899745079e-05,2.0715585915482286
marine,3.804794322683197e-05,1.5911357585074726
gaon,3.769564745621316e-05,4.8103759995354265
eulogy,3.699105591497553e-05,4.29772770363016
unbeaten,3.663876014435672e-05,2.3363893239992652
noah,3.62864643737379e-05,1.4923751344837037
burnley,3.558187283250027e-05,3.879123589331124
cardinals,3.558187283250027e-05,2.8011210773298507
alisson,3.487728129126264e-05,4.2128388060436475
creed,3.452498552064383e-05,1.6479949475187659
greetings,3.346809820878738e-05,1.4688396200229146
survivor,3.346809820878738e-05,1.6752904974903409
alonso,3.276350666754976e-05,4.608067824242311
livepd,3.241121089693094e-05,5.329436563357498
gea,3.170661935569331e-05,4.075335282293712
cfo,3.13543235850745e-05,5.866570538988039
obamas,3.13543235850745e-05,2.696645537545727
wednesdaywisdom,3.0297436273218054e-05,2.910211267115221
georgehwbushfuneral,3.0297436273218054e-05,6.81710186272374
goldy,2.994514050259924e-05,2.9928731221017393
bush41,2.9592844731980424e-05,1.7831545308004018
trafford,2.924054896136161e-05,2.958521617310962
lakers,2.924054896136161e-05,1.3064449207312692
emissions,2.8888253190742794e-05,1.0759637706682297
rooms,2.853595742012398e-05,1.002766656343067
aabill,2.853595742012398e-05,1.002766656343067
rojo,2.853595742012398e-05,6.730687110906266
sarri,2.853595742012398e-05,3.730687110906266
lonzo,2.712677433764872e-05,3.0726611479953867
playhousehotseat,2.712677433764872e-05,0
pg,2.677447856702991e-05,1.5094816045202606
raptors,2.6422182796411094e-05,3.619655798517522
jessica,2.606988702579228e-05,1.3148882547883431
kawhi,2.5717591255173464e-05,2.7733067448440547
simpson,2.466070394331702e-05,1.5659238145797327
pogba,2.466070394331702e-05,2.3501951235242955
landing,2.466070394331702e-05,1.1625681203485243
keita,2.466070394331702e-05,3.3501951235242955
lfc,2.4308408172698205e-05,2.10704414202105
alan,2.395611240207939e-05,1.0520351945698831
nets,2.3603816631460575e-05,2.287001297037101
suga,2.3603816631460575e-05,1.7564865803383216
barack,2.325152086084176e-05,1.2257778617511452
espn,2.325152086084176e-05,1.0429138046013346
staronfox,2.325152086084176e-05,6.435231227380095
theapprentice,2.325152086084176e-05,0
rohit,2.2546929319604134e-05,1.746980918246917
bighit,2.2546929319604134e-05,1.033285103403558
q102jingleball,2.2546929319604134e-05,4.805874607300486
blackinkcrew,2.2546929319604134e-05,5.390837108021642
remembering41,2.219463354898532e-05,1.3237229121631047
steph,2.1842337778366504e-05,1.3006392990500633
morata,2.1842337778366504e-05,3.537678496350913
morrison,2.1842337778366504e-05,1.0971059049649312
keeper,2.149004200774769e-05,1.5666869434210593
clintons,2.149004200774769e-05,1.2341116043341884
blackpinkinmanila,2.149004200774769e-05,3.736611944863372
boyz,2.1137746237128874e-05,1.2533335842717066
lingard,2.1137746237128874e-05,4.712765202909004
extradition,2.1137746237128874e-05,1.774165747573147
martial,2.1137746237128874e-05,1.490372781572556
viswasam,2.1137746237128874e-05,1.3908371080216413
sanctions,2.0433154695891245e-05,1.1195350862042472
natalie,2.0433154695891245e-05,2.1613552618988745
refs,2.0433154695891245e-05,1.5483783850081214
aircraft,2.0433154695891245e-05,1.7893864845119163
hazard,2.0433154695891245e-05,1.3419275075406951
gyllenhaal,2.0433154695891245e-05,0
yehundinonkibaathai,2.0433154695891245e-05,1.4939306009857451
10millionalbumsales,2.0433154695891245e-05,0
nebraska,2.008085892527243e-05,1.1793330028279296
cleveland,1.9728563154653615e-05,1.1981920300792452
btsxedsheeran,1.9728563154653615e-05,0
lukaku,1.93762673840348e-05,2.172196821546301
rahul,1.93762673840348e-05,1.4173093193828326
pillow,1.9023971613415985e-05,1.1457246101851097
bailly,1.867167584279717e-05,3.5337950618636844
onew,1.831938007217836e-05,1.3363893239992655
betty,1.831938007217836e-05,2.184386230554215
bethesda,1.831938007217836e-05,3.0912768261627335
derek,1.831938007217836e-05,1.1843862305542152
chicagopd,1.831938007217836e-05,4.506314325441577
toss,1.7967084301559544e-05,1.0188683306346837
juan,1.7967084301559544e-05,1.6709450272143769
apostles,1.7967084301559544e-05,5.063262449993137
ankle,1.7967084301559544e-05,1.5397004939361243
andre,1.761478853094073e-05,1.034693297796366
guendouzi,1.7262492760321914e-05,6.005546952136849
cavs,1.7262492760321914e-05,1.0986563565283314
nicely,1.7262492760321914e-05,1.3051072339957577
chicagofire,1.7262492760321914e-05,6.005546952136849
nauru,1.69101969897031e-05,3.9757996087427974
emery,1.69101969897031e-05,2.6538715138554356
wcw,1.69101969897031e-05,1.8058746073004854
everton,1.69101969897031e-05,1.3908371080216415
stlcards,1.69101969897031e-05,3.3908371080216417
rebounds,1.6557901219084285e-05,1.0385353640907604
reds,1.6557901219084285e-05,1.6974984462556932
pledis,1.6557901219084285e-05,2.03853536409076
