word, today's frequency, log2(freq.today/freq.ystdy)
survivorseries,0.0004299893697072489,6.283758205331872
sunday,0.000326812251444162,1.6399917660962842
19,0.0002475234314981445,1.196345153391342
imaceleb,0.00021880664735102914,7.11646870166637
match,0.00021524881568678477,1.150302928262485
eagles,0.00020127161986296756,3.773563473012688
saints,0.00019898444236452476,4.104998653644426
monday,0.00017509614404745538,1.3464989461575234
defense,0.00015044545323090506,1.2362026370138515
bears,0.00014790414489930192,2.677005499261669
wwe,0.00014434631323505755,2.531453286164417
smith,0.0001334186874091641,1.212948327942994
nfl,0.00013240216407652287,1.1001843907041913
alex,0.00012935259407859912,1.8986895017079244
aldubstaysforever,0.00011207169742369786,0
raw,0.00010876799659261378,1.7043440746196634
charlotte,0.00010622668826101067,2.681640983571649
qb,0.00010521016492836941,1.4066439931649286
lebron,0.00010038167909832347,1.1260595062228187
bowl,9.987341743200285e-05,1.5926673537493723
offense,9.352014660299503e-05,1.4751237310476952
cowboys,9.224949243719347e-05,3.0978355083683495
adam,8.792926827346816e-05,1.8783953624287109
forest,8.66586141076666e-05,1.5838299904901953
yards,8.538795994186503e-05,1.214596180824476
steelers,8.386317494290316e-05,2.9603319846184144
td,7.954295077917785e-05,1.7821490032860037
vikings,7.547685744861284e-05,3.6423189397344355
daniel,7.547685744861284e-05,1.0678488128309216
injury,7.06483716185669e-05,1.1397655101513036
survivor,6.886945578644471e-05,1.9462479750942145
ronda,6.86153249532844e-05,3.5048154159845004
redskins,6.378683912323847e-05,4.222665610800362
schitt,6.302444662375752e-05,0
champion,6.302444662375752e-05,1.1642910989764108
cousins,6.226205412427659e-05,1.8658319009647988
bryan,6.200792329111627e-05,2.5603710176662062
xfactor,6.124553079163534e-05,4.864451111220644
finals,6.0229007458994084e-05,1.5923775104453561
drew,5.895835329319252e-05,1.0281830565935948
181119,5.5400521628948143e-05,0
rake,5.489225996262752e-05,5.121486776432994
mickey,5.4129867463146585e-05,2.162709439159508
smackdown,5.4129867463146585e-05,4.101308894495364
181118,5.260508246418471e-05,0
touchdown,5.260508246418471e-05,1.2356577963523059
colt,5.260508246418471e-05,6.645048732490007
51,5.2350951631024394e-05,1.4482377432938836
finland,5.1588559131543455e-05,2.6627013817889837
bin,5.1588559131543455e-05,1.7342546428140173
giants,5.133442829838314e-05,2.4003198921135276
brees,5.133442829838314e-05,2.15034163910518
raking,5.0826166632062516e-05,7.595417964765407
nascar,5.05720357989022e-05,2.8332988933708627
brock,4.980964329942127e-05,3.1068400004685937
falcons,4.955551246626096e-05,3.0353301326832804
celeb,4.828485830045939e-05,3.1290999605428698
becky,4.7776596634138766e-05,1.9211881259471637
chargers,4.752246580097845e-05,3.0390246162410217
raiders,4.752246580097845e-05,2.4540621155198656
anne,4.625181163517689e-05,1.7869310732178831
champions,4.599768080201658e-05,1.3853184716161155
