word, today's frequency, log2(freq.today/freq.ystdy)
friday,0.0004788960714098907,1.0402159049788005
russian,0.000377872462109591,1.5499863630114024
putin,0.0002983784744634535,1.3641748082453253
mueller,0.00023282353673443392,1.618475595710279
13th,0.00023089139120136806,1.2166381518854756
dot,0.0001878321478930436,1.3262920885200864
russians,0.00017251299402373585,2.6236616053918067
indictments,0.0001573318505496471,4.271280644733425
indictment,0.00015539970501658127,5.400295036090821
rosenstein,0.0001512593931600116,2.9690185841923578
theelyxion,0.00013994254075205454,1.7991129403788846
wimbledon,0.00012420935569708983,1.4414965414365046
dnc,0.0001232432829305569,3.040285197024677
hacking,0.00011482464882219859,3.7487307511808337
50daystojanasenanibday,0.00011413459684610364,0
officers,0.00011192643052259983,1.1950581391774373
intelligence,0.0001072340770851542,1.221218522643577
armys,0.00010157565088117567,1.30420195519259
bighit,9.536518309632118e-05,2.788955228790331
cnn,9.481314151544522e-05,1.0643725832207644
elyxion,8.984476728756163e-05,1.6622850770703625
cr,8.929272570668567e-05,1.1321563427864656
indicted,8.763660096405781e-05,3.9889542049489632
anderson,8.349628910748815e-05,2.334170254730236
seoul,8.266822673617422e-05,1.8294654887739836
links,7.880393567004254e-05,1.333188018123095
btsiscomingback,7.466362381347288e-05,0
fridaythe13th,7.411158223259693e-05,2.600278312945577
180713,7.397357183737794e-05,1.4293889044450854
crowd,7.217943669953108e-05,1.090098726891883
hacked,7.176540551387412e-05,2.4348151763448556
isner,6.969524958558929e-05,4.52723646765034
balloon,6.872917681905637e-05,1.0306607781362767
armysgoingtojailparty,6.610697930989558e-05,0
hack,6.555493772901963e-05,1.8963533588287338
180714,6.555493772901963e-05,8.962442549286505
chanyeol,6.376080259117277e-05,1.462976268846956
baekhyun,6.376080259117277e-05,1.609524932199898
server,6.348478180073479e-05,1.1882284424493716
sehun,6.072457389635502e-05,1.1240981050296561
kevin,6.0310542710698054e-05,1.0673612559676204
tennis,5.686028283022334e-05,1.2180005621433827
collusion,5.60322204589094e-05,1.3351153269711877
rod,5.548017887803345e-05,2.4363083183848757
fancafe,5.520415808759547e-05,1.4761102965178416
aldubanniversaryin2days,5.023578385971188e-05,0
kissed,4.7751596745770085e-05,2.2015063255278173
cancel,4.761358635055109e-05,1.243723555041075
elyxiondotinseould1,4.3611284889200426e-05,1.835280783137267
mastung,4.209317054179155e-05,8.323324278518445
tae,4.181714975135357e-05,1.1640857100364648
sarri,4.098908738003964e-05,1.2081623698181307
taekook,4.0575056194382674e-05,2.316134880517685
roger,4.0575056194382674e-05,2.2703311909045603
elizabeth,3.947097303263077e-05,1.2647458981844981
hackers,3.78148482900029e-05,2.676837832699048
intel,3.671076512825099e-05,1.207078044294791
jongin,3.615872354737504e-05,1.8946284819766963
nadal,3.560668196649908e-05,2.438029911716725
trumpprotest,3.560668196649908e-05,2.911961100049137
guccifer,3.5192650780842116e-05,6.065012282927054
castle,3.3122494852557286e-05,1.1195684465491422
rm,3.270846366690032e-05,1.2869767529949592
trumpvisituk,3.257045327168133e-05,1.4297399393730243
shaqiri,3.2156422086024364e-05,1.411283034665463
elyxiondotinseould2,3.188040129558639e-05,0
charlie,3.1742390900367395e-05,1.0213311337046276
gru,3.146637010992942e-05,6.318586359511781
brits,3.105233892427246e-05,1.0642610748700452
djokovic,2.9948255762520546e-05,2.7878159591542215
meddling,2.8292131019892682e-05,1.446358197396539
250,2.7050037462921783e-05,1.193515593853729
eyxion,2.6912027067702794e-05,1.74725182225492
gaza,2.608396469638886e-05,1.702163932726382
hanbin,2.5807943905950884e-05,2.29562521106847
bh,2.539391272029392e-05,2.4242958006828963
wikileaks,2.3599777582447066e-05,3.318586359511781
cheeks,2.3599777582447066e-05,1.1309593563360099
roberts,2.3461767187228077e-05,2.232122268762312
d1,2.3047736001571112e-05,1.9308011824852351
kalyan,2.2633704815914143e-05,4.620855928628675
utley,2.2633704815914143e-05,7.42821085068628
windsor,2.2633704815914143e-05,2.142808631824031
d2,2.2495694420695155e-05,4.097458905411911
indicts,2.2357684025476167e-05,6.41050884895282
jagannath,2.2357684025476167e-05,5.088580754065458
junmyeon,2.208166323503819e-05,2.4856963453470393
bulls,2.208166323503819e-05,1.1831335753266083
impeach,2.1667632049381225e-05,1.4345422573969364
parker,2.097758007328628e-05,1.231123518261442
acosta,2.0701559282848302e-05,4.129552535121764
trumpbaby,2.0563548887629314e-05,1.10000280765034
trumpbabyblimp,2.0563548887629314e-05,1.6459711767556326
mueller's,2.0287528097191337e-05,1.7784780945748855
ff,2.014951770197235e-05,1.1312003880032464
fakenews,2.001150730675336e-05,1.3679248867212888
godisawomanvideo,2.001150730675336e-05,0
