word, today's frequency, log2(freq.today/freq.ystdy)
court,0.00041673639194154575,1.283445821707805
ban,0.00035561505445678575,2.9106613568322928
argentina,0.00033442287824642493,2.3199923443836177
nigeria,0.000317494981395466,1.4710063385347807
supreme,0.0002926846287589461,1.9586896052759444
travel,0.00028854956998619277,1.478270071101716
messi,0.00026619440849599515,1.702845402250767
muslim,0.00020520229159788362,1.9147070493541904
scotus,0.00017173415965591142,2.524158806255438
ngaarg,0.00012469786611584238,4.753314494604927
megan,0.00012056280734308906,2.476393645628126
france,0.0001200459249964949,1.3279012786938986
primary,0.00011862449854336094,1.2143729666638488
loveisland,0.00011591086622374157,1.0123049635776216
maradona,0.00010324724873218452,4.855376570158959
laura,8.270117545506644e-05,1.3476259689425734
ruling,8.205507252182374e-05,1.6063998190824837
arg,7.197586676323752e-05,2.960462879789516
wes,6.913301385696961e-05,2.250247747158301
ocasio,6.874535209702399e-05,4.7015667200082785
aldubwalangpapalit,6.861613151037545e-05,0
cortez,6.318886687113671e-05,4.316940533625528
mcconnell,5.7761602231897975e-05,3.128487210803044
crowley,5.59525140188184e-05,4.334118171342416
mitch,5.4401866979035895e-05,2.8279078073332746
ighalo,5.2463558179307777e-05,7.633548296579627
alexandria,5.2205117006010694e-05,3.497140845201279
43daystossmb43rdbirthday,5.168823465941653e-05,0
iceland,5.078369055287674e-05,1.900097354469839
eagles,5.000836703298549e-05,1.1893627041919366
rojo,4.949148468639133e-05,5.742058039261804
abortion,4.794083764660883e-05,1.111170333236494
diego,4.677785236677196e-05,1.0502057515917584
progressive,4.6260970020177796e-05,1.3330870839352
socialist,4.5227205326989466e-05,1.625007624876674
croatia,4.445188180709822e-05,1.66655667953335
denmark,4.432266122044968e-05,1.775567301452055
centers,4.0704484794290516e-05,1.169388314821203
nga,4.005838186104781e-05,2.221968971640234
pregnancy,3.87661759945624e-05,1.208346383118166
gorsuch,3.773241130137407e-05,3.1136428189160146
upheld,3.4631117221809077e-05,4.034301569852223
tuesdaythoughts,3.178826431554117e-05,1.3108140425465633
upholds,3.1271381968947004e-05,3.427643998031748
crews,3.101294079564992e-05,2.231246785228245
terry,3.101294079564992e-05,1.8307088556445161
peru,3.088372020900138e-05,1.7605547305970304
uphold,2.7782426129436387e-05,2.101695384868703
lionel,2.75239849561393e-05,1.4175197807580406
moses,2.5973337916356806e-05,2.6650677601865045
daniels,2.5973337916356806e-05,2.0045542264581715
travelban,2.5198014396465558e-05,7.575542693144062
naija,2.4810352636519934e-05,2.1956228754975236
eyal,2.4810352636519934e-05,1.7458199580580032
muslimban,2.4681132049871393e-05,5.5456412074302
maria,2.429347028992577e-05,1.1477617997251637
sotomayor,2.4164249703277228e-05,2.8146671211409955
primaries,2.4035029116628687e-05,1.1854430956151198
rivers,2.3130485010088898e-05,1.8670656559375511
shadowhunterschat,2.2742823250143274e-05,4.427643998031749
roberts,2.222594090354911e-05,1.8095146333753926
nomination,2.222594090354911e-05,1.3721093210680946
justices,2.222594090354911e-05,2.394477134096549
180627,2.1967499730252027e-05,7.377603315532153
garland,2.1967499730252027e-05,2.377603315532153
dame,2.1967499730252027e-05,2.4707127199236343
dissent,2.1967499730252027e-05,2.1296758020885673
sdlive,2.1838279143603486e-05,3.668652097535543
korematsu,2.145061738365786e-05,0
upholding,2.1192176210360776e-05,3.8663327653752373
marcos,2.1062955623712235e-05,2.924623110846768
yixing,2.0933735037063693e-05,1.178779365334109
musa,2.0804514450415152e-05,1.0137270386468193
