word, today's frequency, log2(freq.today/freq.ystdy)
florida,0.000407286815601835,1.0394632558149217
county,0.00035373453352199175,1.588581958636311
shooting,0.00035257664634188703,2.7377420097132292
gun,0.0003360767540253948,2.240400127514334
votes,0.00032912943094476647,1.0186722656248413
mass,0.00028802443605104895,2.5804816394249284
ballots,0.0002564720103931953,1.8902510237355765
broward,0.0002480773283374361,4.486095719067783
protectmueller,0.00024489313859214816,3.619461271520283
california,0.00021218282575418982,1.2382459000606405
thousand,0.0001965513488227761,2.771700465946285
guns,0.00018439353343167655,2.780109139911818
fraud,0.00018034092830131003,1.7041045830919228
bar,0.00017686726676099587,1.4433840430963754
oaks,0.00017049888727041992,5.459641321615502
scott,0.00016152526162460835,1.0597107147268667
steelers,0.00015834107187932036,4.206073132248327
tucker,0.00014444642571806373,1.6440641327058536
recount,0.00014270959494790665,1.3449803390353807
counted,0.0001305517795568071,1.6724026774690763
protest,0.0001276570616065453,1.640053899771216
steal,0.00012013079493586463,1.5234352067518535
campfire,0.00011868343596073373,8.74435251934809
prayers,0.00011549924621544575,1.555370236560309
shootings,0.00011549924621544575,4.245685737427694
victims,0.00011463083083036721,1.9799835222561322
families,0.00011231505647015777,1.0873564339940243
sm,0.00010652562056963417,1.4185093744573458
doctored,0.00010247301543926765,7.532477969925643
arizona,0.00010247301543926765,2.0246833297269466
alduballinthistogether,9.870988210392732e-05,0
antifa,9.581516415366552e-05,1.7213143089837404
panthers,9.581516415366552e-05,3.680672324486394
fl,9.378886158848226e-05,1.3823546096988157
cam,9.234150261335136e-05,1.382285033607515
counting,8.857836927801103e-05,1.6357597353520792
rick,8.655206671282777e-05,1.4944582276906448
snow,8.220998978743508e-05,1.2838822017844413
disney,8.163104619738272e-05,1.1063916892809125
vegas,7.555213850183294e-05,1.272599453997342
asylum,7.555213850183294e-05,2.5078159156913737
carlson,7.497319491178058e-05,1.9117557060868868
09,7.381530773167586e-05,1.551431216502807
paradise,7.207847696151878e-05,2.5013123958537133
union,7.063111798638788e-05,1.0648724198426456
provisional,6.88942872162308e-05,1.6377620882632267
shooter,6.831534362617844e-05,3.1401605471468823
tbt,6.773640003612608e-05,4.1278822173684455
square,6.542062567591664e-05,1.3614894262008201
protests,6.223643593062866e-05,1.1983554253168975
